Duration,AttackType,Count,DestinationBytes,DiffSrvRate,DifficultyLevel,DstHostCount,DstHostDiffSrvRate,DstHostRerrorRate,DstHostSameSrcPortRate,DstHostSameSrvRate,DstHostSerrorRate,DstHostSrvCount,DstHostSrvDiffHostRate,DstHostSrvRerrorRate,DstHostSrvSerrorRate,Flag,Hot,IsGuestLogin,IsHostLogin,Land,LoggedIn,NumAccessFiles,NumCompromised,NumFailedLogins,NumFileCreations,NumOutboundCmds,NumRoot,NumShells,ProtocolType,RerrorRate,RootShell,SameSrvRate,SerrorRate,Service,SourceBytes,SrvCount,SrvDiffHostRate,SrvRerrorRate,SrvSerrorRate,SuAttempted,Urgent,WrongFragment
7526,processtable,1,44,0.0,18,255,0.28999999165534973,0.28999999165534973,0.0,0.6899999976158142,0.5,176,0.0,0.009999999776482582,0.7200000286102295,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
4725,normal,1,105,0.0,21,255,0.8399999737739563,0.0,0.9700000286102295,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
7460,processtable,1,44,0.0,18,255,0.029999999329447746,0.11999999731779099,0.0,0.8199999928474426,0.33000001311302185,209,0.0,0.07000000029802322,0.4099999964237213,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
2178,normal,1,105,0.0,21,255,0.7699999809265137,0.0,0.9800000190734863,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
15149,warezclient,1,1198,0.0,2,255,0.019999999552965164,0.0,0.0,0.30000001192092896,0.0,76,0.0,0.0,0.0,SF,6,1,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,ftp,360,1,0.0,0.0,0.0,0,0,0
263,normal,1,105,0.0,20,4,0.75,0.0,1.0,0.25,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
42778,portsweep,2,0,0.0,13,132,0.07000000029802322,0.09000000357627869,0.09000000357627869,0.019999999552965164,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
41680,portsweep,2,0,0.0,15,228,0.23999999463558197,0.4699999988079071,0.4699999988079071,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
17202,portsweep,2,0,0.0,15,255,0.7200000286102295,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
1121,normal,7,105,0.5699999928474426,18,255,0.44999998807907104,0.0,0.8199999928474426,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.14000000059604645,0.0,other,147,1,0.0,0.0,0.0,0,0,0
7951,processtable,1,44,0.0,17,255,0.019999999552965164,0.009999999776482582,0.0,0.4399999976158142,0.5299999713897705,112,0.0,0.009999999776482582,0.3400000035762787,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
6064,normal,2,105,0.0,21,255,0.6600000262260437,0.0,0.9700000286102295,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,146,2,0.0,0.0,0.0,0,0,0
8181,processtable,1,15,0.0,12,255,0.8299999833106995,0.8100000023841858,0.0,0.05999999865889549,0.0,16,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
1365,normal,5,105,0.6000000238418579,20,74,0.7300000190734863,0.0,0.9599999785423279,0.009999999776482582,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.20000000298023224,0.0,other,146,1,0.0,0.0,0.0,0,0,0
31,normal,1,1345927,0.0,21,168,0.029999999329447746,0.0,0.009999999776482582,0.07000000029802322,0.0,13,0.15000000596046448,0.0,0.0,SF,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,347,1,0.0,0.0,0.0,0,0,0
894,apache2,76,0,0.0,15,255,0.0,0.4000000059604645,0.0,1.0,0.0,255,0.0,0.4000000059604645,0.0,RSTR,0,0,0,0,1,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,http,62344,76,0.0,1.0,0.0,0,0,0
3795,normal,2,105,0.0,21,255,0.6700000166893005,0.0,0.9599999785423279,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,145,2,0.0,0.0,0.0,0,0,0
15127,normal,1,185137,0.0,20,60,0.07000000029802322,0.0,0.019999999552965164,0.15000000596046448,0.0,9,0.0,0.0,0.0,SF,0,0,0,0,1,6,767,0,0,0,857,0,tcp,0.0,1,1.0,0.0,telnet,1229,1,0.0,0.0,0.0,2,0,0
11385,normal,1,24180,0.0,20,255,0.019999999552965164,0.7699999809265137,0.0,0.009999999776482582,0.0,3,0.0,0.0,0.0,SF,1,0,0,0,1,0,1,0,3,0,1,0,tcp,0.0,0,1.0,0.0,telnet,1548,1,0.0,0.0,0.0,0,0,0
3504,normal,1,105,0.0,21,255,0.6100000143051147,0.0,0.949999988079071,0.019999999552965164,0.0,4,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,145,1,0.0,0.0,0.0,0,0,0
343,normal,3,278,0.6700000166893005,20,255,0.009999999776482582,0.0,0.0,0.9700000286102295,0.0,247,0.0,0.0,0.0,SF,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.33000001311302185,0,0.6700000166893005,0.0,http,258,2,0.0,0.0,0.0,0,0,0
20983,portsweep,2,0,0.0,15,255,0.6200000047683716,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
702,normal,2,105,0.0,21,255,0.75,0.0,0.9399999976158142,0.009999999776482582,0.0,3,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,146,2,0.0,0.0,0.0,0,0,0
2355,normal,5,105,0.6000000238418579,21,255,0.6499999761581421,0.0,0.9800000190734863,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.20000000298023224,0.0,other,146,1,0.0,0.0,0.0,0,0,0
40232,portsweep,2,0,0.0,15,255,0.44999998807907104,0.8999999761581421,0.8999999761581421,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
8224,processtable,1,15,0.0,18,255,0.019999999552965164,0.009999999776482582,0.0,0.23999999463558197,0.7699999809265137,62,0.0,0.029999999329447746,0.8199999928474426,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
12085,normal,2,105,0.0,21,255,0.6000000238418579,0.0,0.8899999856948853,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,146,2,0.0,0.0,0.0,0,0,0
2046,normal,1,105,0.0,21,255,0.5899999737739563,0.0,0.9599999785423279,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
1815,normal,1,105,0.0,21,255,0.5699999928474426,0.0,0.9200000166893005,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
7273,processtable,1,44,0.0,14,255,0.019999999552965164,0.009999999776482582,0.0,0.949999988079071,0.27000001072883606,241,0.0,0.0,0.28999999165534973,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
69,normal,1,2586,0.0,17,184,0.019999999552965164,0.009999999776482582,0.009999999776482582,0.2199999988079071,0.0,40,0.0,0.0,0.0,SF,18,1,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,ftp,873,1,0.0,0.0,0.0,0,0,0
17764,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
988,rootkit,1,32209,0.0,8,255,0.029999999329447746,0.019999999552965164,0.0,0.4099999964237213,0.33000001311302185,104,0.0,0.009999999776482582,0.7699999809265137,SF,4,0,0,0,1,0,57,0,7,0,51,5,tcp,0.0,1,1.0,0.0,telnet,1773,1,0.0,0.0,0.0,0,0,0
15624,normal,1,105,0.0,21,255,0.8600000143051147,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,146,1,0.0,0.0,0.0,0,0,0
12375,normal,1,105,0.0,21,123,0.699999988079071,0.0,0.9399999976158142,0.009999999776482582,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
831,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
37668,portsweep,2,0,0.0,15,255,0.5,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
4280,normal,2,105,0.0,21,128,0.6499999761581421,0.0,0.949999988079071,0.019999999552965164,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,146,2,0.0,0.0,0.0,0,0,0
15152,warezclient,1,1198,0.0,3,255,0.019999999552965164,0.0,0.0,0.550000011920929,0.0,140,0.0,0.0,0.0,SF,6,1,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,ftp,361,1,0.0,0.0,0.0,0,0,0
21003,portsweep,2,0,0.0,15,255,0.6299999952316284,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
1923,normal,1,105,0.0,21,255,0.49000000953674316,0.0,0.6899999976158142,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
17240,normal,5,105,0.6000000238418579,21,255,0.49000000953674316,0.0,0.6600000262260437,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.4000000059604645,0.0,other,147,2,0.0,0.0,0.0,0,0,0
13271,normal,1,31377,0.0,19,26,0.15000000596046448,0.0,0.03999999910593033,0.1899999976158142,0.07999999821186066,5,0.0,0.0,0.20000000298023224,SF,0,0,0,0,1,0,0,0,34,0,0,0,tcp,0.0,0,1.0,0.0,telnet,8991,1,0.0,0.0,0.0,0,0,0
3990,normal,5,105,0.6000000238418579,21,255,0.8199999928474426,0.0,0.9900000095367432,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.20000000298023224,0.0,other,147,1,0.0,0.0,0.0,0,0,0
12793,portsweep,2,0,0.0,15,255,0.6600000262260437,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
14807,normal,1,105,0.0,21,255,0.6299999952316284,0.0,0.8799999952316284,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
21123,portsweep,2,0,0.0,15,255,0.6399999856948853,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
10098,normal,1,105,0.0,21,255,0.4699999988079071,0.0,0.8299999833106995,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,145,1,0.0,0.0,0.0,0,0,0
10143,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
2309,normal,1,105,0.0,21,255,0.6399999856948853,0.0,0.8700000047683716,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,145,1,0.0,0.0,0.0,0,0,0
8193,processtable,1,15,0.0,12,255,0.8399999737739563,0.8199999928474426,0.0,0.05000000074505806,0.0,13,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
3260,normal,2,45,0.0,20,75,0.03999999910593033,0.0,0.6800000071525574,0.6800000071525574,0.0,51,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,domain_u,111,2,0.0,0.0,0.0,0,0,0
22821,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
22596,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
12317,normal,1,8530,0.0,19,142,0.009999999776482582,0.07000000029802322,0.009999999776482582,0.11999999731779099,0.0,17,0.0,0.5899999737739563,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,IRC,2853,1,0.0,1.0,0.0,0,0,0
38657,portsweep,2,0,0.0,15,255,0.5099999904632568,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
314,xterm,1,3167,0.0,2,2,0.0,0.0,0.5,1.0,0.0,5,0.800000011920929,0.0,0.0,SF,1,0,0,0,1,0,4,0,4,0,8,1,tcp,0.0,0,1.0,0.0,telnet,2602,1,0.0,0.0,0.0,0,0,0
14118,portsweep,2,0,0.0,15,255,0.6800000071525574,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
991,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
116,normal,3,242,0.0,21,216,0.0,0.0,0.0,1.0,0.0,255,0.019999999552965164,0.0,0.0,SF,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,http,222,16,0.1899999976158142,0.05999999865889549,0.0,0,0,0
5270,portsweep,2,0,0.0,15,255,0.7400000095367432,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
4501,portsweep,2,0,0.0,15,255,0.7400000095367432,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
886,apache2,84,0,0.0,15,255,0.0,0.3199999928474426,0.0,1.0,0.0,255,0.0,0.3199999928474426,0.0,RSTR,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.9800000190734863,0,1.0,0.009999999776482582,http,25844,84,0.0,0.9800000190734863,0.009999999776482582,0,0,0
140,warezmaster,1,283618,0.0,14,1,0.0,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,ftp_data,0,1,0.0,0.0,0.0,0,0,0
7689,processtable,1,44,0.0,18,255,0.029999999329447746,0.10999999940395355,0.0,0.6000000238418579,0.3100000023841858,154,0.0,0.07999999821186066,0.5199999809265137,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
11941,portsweep,2,0,0.0,15,255,0.6200000047683716,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
18238,portsweep,2,0,0.0,15,255,0.7300000190734863,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
8486,normal,1,105,0.0,21,255,0.699999988079071,0.0,0.9599999785423279,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,146,1,0.0,0.0,0.0,0,0,0
8985,normal,1,105,0.0,21,255,0.6000000238418579,0.0,0.9300000071525574,0.009999999776482582,0.0,3,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
10409,normal,1,2925,0.0,20,100,0.03999999910593033,0.0,0.009999999776482582,0.09000000357627869,0.0,9,0.0,0.0,0.0,SF,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,106,1,0.0,0.0,0.0,0,0,0
420,normal,1,32,0.0,21,255,0.009999999776482582,0.0,0.10999999940395355,0.9700000286102295,0.0,247,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,domain_u,76,2,1.0,0.0,0.0,0,0,0
4050,normal,1,105,0.0,21,255,0.6100000143051147,0.0,0.8500000238418579,0.019999999552965164,0.0,4,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,145,1,0.0,0.0,0.0,0,0,0
3907,normal,4,105,0.5,21,255,0.8199999928474426,0.0,1.0,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.5,0.0,other,146,2,0.0,0.0,0.0,0,0,0
1773,normal,1,105,0.0,21,255,0.5699999928474426,0.0,0.8700000047683716,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,147,1,0.0,0.0,0.0,0,0,0
35171,portsweep,2,0,0.0,15,255,0.5799999833106995,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
8655,portsweep,2,0,0.0,15,255,0.7099999785423279,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
12693,portsweep,2,0,0.0,13,255,0.6399999856948853,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,16980503,2,0.0,1.0,0.0,0,0,0
41065,portsweep,2,0,0.0,7,255,0.3199999928474426,0.6200000047683716,0.6200000047683716,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,http,1,3,0.6700000166893005,1.0,0.0,0,0,0
177,normal,1,48165,0.0,19,194,0.05000000074505806,0.009999999776482582,0.009999999776482582,0.019999999552965164,0.009999999776482582,3,0.0,0.33000001311302185,0.0,SF,0,0,0,0,1,0,2,0,0,0,2,0,tcp,0.0,0,1.0,0.0,telnet,206,1,0.0,0.0,0.0,0,0,0
42492,portsweep,2,0,0.0,14,156,0.12999999523162842,0.23000000417232513,0.23000000417232513,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
5893,normal,1,105,0.0,21,255,0.6899999976158142,0.0,0.9599999785423279,0.0,0.0,1,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,1.0,0.0,other,145,1,0.0,0.0,0.0,0,0,0
39373,portsweep,2,0,0.0,15,255,0.5,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,private,1,2,0.0,1.0,0.0,0,0,0
8800,normal,1,8103,0.0,20,21,0.10000000149011612,0.1899999976158142,0.05000000074505806,0.3799999952316284,0.10000000149011612,8,0.0,0.5,0.25,RSTR,0,0,0,0,1,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,IRC,1127,1,0.0,1.0,0.0,0,0,0
5055,warezclient,1,0,0.0,14,2,0.0,0.0,1.0,1.0,0.0,42,0.10000000149011612,0.0,0.0,SF,3,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,ftp_data,5135678,1,0.0,0.0,0.0,0,0,0
258,normal,1,5732,0.0,20,153,0.029999999329447746,0.009999999776482582,0.009999999776482582,0.17000000178813934,0.0,26,0.0,0.03999999910593033,0.0,SF,0,0,0,0,1,0,3,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,214,1,0.0,0.0,0.0,0,0,0
8084,processtable,1,15,0.0,17,255,0.019999999552965164,0.009999999776482582,0.0,0.3400000035762787,0.6399999856948853,87,0.0,0.019999999552965164,0.49000000953674316,SF,0,0,0,0,0,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,telnet,0,1,0.0,0.0,0.0,0,0,0
6070,normal,3,105,0.6700000166893005,21,255,0.6200000047683716,0.0,0.8799999952316284,0.019999999552965164,0.0,4,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.6700000166893005,0.0,other,145,2,0.0,0.0,0.0,0,0,0
81,normal,1,238,0.0,20,82,0.0,0.019999999552965164,0.009999999776482582,1.0,0.0,255,0.07000000029802322,0.019999999552965164,0.0,SF,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,http,222,14,0.14000000059604645,0.0,0.0,0,0,0
798,apache2,30,0,0.0,15,255,0.009999999776482582,0.12999999523162842,0.0,0.9900000095367432,0.0,253,0.0,0.12999999523162842,0.0,RSTR,0,0,0,0,1,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,http,74024,30,0.0,1.0,0.0,0,0,0
5063,warezclient,1,0,0.0,15,4,0.0,0.0,1.0,1.0,0.0,38,0.1599999964237213,0.0,0.029999999329447746,SF,4,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,ftp_data,5133876,1,0.0,0.0,0.0,0,0,0
118,normal,4,292,0.0,21,11,0.0,0.0,0.09000000357627869,1.0,0.0,255,0.019999999552965164,0.0,0.0,SF,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,1.0,0.0,http,206,4,0.0,0.0,0.0,0,0,0
491,normal,3,504344,0.6700000166893005,20,255,0.6100000143051147,0.0,0.0,0.009999999776482582,0.0,2,0.0,0.0,0.0,SF,0,0,0,0,1,0,0,0,0,0,0,0,tcp,0.0,0,0.6700000166893005,0.0,X11,4002852,2,0.0,0.0,0.0,0,0,0
409,normal,1,8653,0.0,20,43,0.09000000357627869,0.05000000074505806,0.019999999552965164,0.3700000047683716,0.0,16,0.0,0.11999999731779099,0.0,SF,0,0,0,0,1,0,6,0,2,0,6,0,tcp,0.0,0,1.0,0.0,telnet,222,1,0.0,0.0,0.0,0,0,0
38870,portsweep,2,0,0.0,15,255,0.5099999904632568,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,vmnet,1,2,0.0,1.0,0.0,0,0,0
8237,portsweep,2,0,0.0,15,255,0.6499999761581421,1.0,1.0,0.009999999776482582,0.0,2,0.0,1.0,0.0,RSTR,0,0,0,0,0,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,other,1,2,0.0,1.0,0.0,0,0,0
2840,normal,4,105,0.5,21,255,0.7900000214576721,0.0,1.0,0.009999999776482582,0.0,3,0.0,0.0,0.0,SF,0,0,0,0,0,0,0,0,0,0,0,0,udp,0.0,0,0.5,0.0,other,147,2,0.0,0.0,0.0,0,0,0
7055,normal,1,9178,0.0,20,11,0.18000000715255737,0.550000011920929,0.09000000357627869,0.6399999856948853,0.09000000357627869,7,0.0,0.8600000143051147,0.14000000059604645,RSTR,0,0,0,0,1,0,0,0,0,0,0,0,tcp,1.0,0,1.0,0.0,IRC,737,1,0.0,1.0,0.0,0,0,0
92,buffer_overflow,1,9336,0.0,0,146,0.029999999329447746,0.0,0.009999999776482582,0.12999999523162842,0.0,19,0.0,0.0,0.0,SF,6,0,0,0,1,0,8,0,0,0,2,0,tcp,0.0,1,1.0,0.0,telnet,2458,1,0.0,0.0,0.0,0,0,0
